
譯ハ゜ーティーは全滅しました！{0x5}{0x0}{0xf},  0x31d
刋┼刋求刋刋刋刋刋煥刋刋刋煥刋刋刋刋刋刋刋┼刋近刋捕刋渝,  0x556d0
憺怱,  0x556e4
┼刋┼刋黄萬{0x0},  0x5572f
┼刋黄黄┼刋黄黄┼刋黄┼←吽{0x0},  0x55809
┼矚,  0x55818
刋黄┼刋┼刋←刋桷桷桷,  0x558ac
┼刋煥刋┼煥,  0x5591f
刋煥刋煥刋煥刋倹煥刋煥,  0x559bd
刋籾刋倹煥,  0x55a05
刋煥刋煥刋＄煥刋煥刋黄←煥,  0x55aa0
刋←黄蹟,  0x55aca
蹟蹟┼萎{0x0},  0x55b11
┼爵{0x0},  0x55b26
┼┼,  0x55b39
┼煥,  0x55b51
刋←洩蹟┼痳,  0x55bb5
刋┼痳,  0x55bd8
刋┼痳,  0x55bfb
刋┼痳,  0x55c1e
刋←痳,  0x55c3a
刋籤{0x0},  0x55c4e
┼痳,  0x55c5d
刋┼痳,  0x55c80
刋求求〔刋憺怱,  0x55eca
刋侃{0x18},  0x55ee4
墾°°{0x0},  0x58014
怨黄怨黄怨{0x0},  0x5804c
黄怨黄怨洩怨黄喝{0x0},  0x580a4
黄喝{0x0},  0x580b5
黄喝{0x0},  0x580c6
黄喝{0x0},  0x580d7
┼喝黄〔喝洩喝黄←喝{0x0},  0x58169
黄←喝{0x0},  0x58188
黄〔ルщ{0x0}{0x0}{0x12}{0x0}{0x1}{0x0}{0x1}{0x0}{0x1}妹{0x0}{0x1}{0x0}{0x1}{0x0}{0x1}{0x0}{0x1}{0x0}{0x1}陪{0x0}{0x1}{0x0}{0x1}{0x0}{0x1}{0x0}{0xd}{0x0}{0xe}{0x1}{0x1}窮{0x0}{0xd}{0x0}{0x16}{0x1b}{0x4}{0x0}{0x0}{0x1}{0x1}{0xe}{0x0}{0x0}{0x11}{0x1a}{0xf}{0x1}{0x0}{0x0}{0x1a}{0x12}{0x1}{0xd}{0x0}{0x2}ｋ{0x0},  0x58230
喝刋焔{0x0}{0x0}{0x19}{0x3}{0x1}焔{0x0}{0x0}{0x1}{0x0}ｂ{0x0}{0x0}{0x1}{0xf}曹{0x0}{0x0}{0x1}{0xf}凾{0x0}{0xd}{0x0}{0x1}{0xf}ｋ{0x0},  0x58282
球刋赴刋〔←桁,  0x582c8
刋桷桷桷侃,  0x582ee
〔ル{0x0}{0xd}{0x0}{0x1}{0x12}{0xe}{0x8}{0x7}{0xf}ル{0x0}{0xd}{0x0}{0x2}{0x0}{0x1c}{0x7}{0x7}{0xf}ル{0x0}{0xd}{0x0}{0x1}{0x12}{0x1c}{0x7}{0x7}{0xf}ル{0x0}{0xd}{0x0}{0x2}{0x0}{0x1c}{0x7}{0x7}{0xf}ル{0x0}{0xd}{0x0}{0x1}{0x12}{0x1c}{0x7}{0x7}{0xf}ル{0x0}{0xd}{0x0}{0x2}{0x0}{0xd}{0x7}{0x7}{0xf}純{0x0}{0xd}{0x0}{0x1}{0x12}{0xd}{0x7}{0x7}{0xf}純{0x0},  0x5835c
球刋桁刋桁刋┼喝{0x0},  0x583b8
黄橘か喝,  0x583ff
刋喝憺怱,  0x58421
喝刋侃Ｌ,  0x5843a
┼喝刋怨黄怨{0x0},  0x58470
黄怨{0x0},  0x58481
黄莚ю{0x16},  0x584a5
喝喝球刋球刋球刋球刋喝刋球刋喝刋球刋┼球,  0x585a3
刋┼球,  0x585bb
刋┼球,  0x585d3
刋┼球,  0x585eb
刋喝刋┼球,  0x5861b
刋謇{0x0},  0x5862f
黄喝{0x0},  0x58640
黄喝{0x0},  0x58651
黄喝{0x0},  0x58662
黄喝{0x0},  0x58673
┼←球,  0x58689
刋球刋〔球刋球刋┼щ,  0x586f0
刋球刋球刋┼щ,  0x58738
刋球刋球刋┼щ,  0x58780
刋ч黄喝{0x0},  0x587bc
┼←煌,  0x587d2
刋桁刋怺┼←球,  0x5883a
刋叫´活,  0x58869
叫←{0xf}{0x0}┼結,  0x58895
刋橘喝黄←喝{0x0},  0x588cd
黄←喝{0x0},  0x588ec
黄〔球刋球刋球刋結┼┼怛{0x0},  0x58c49
洩昆怛{0x0},  0x58c67
黄除{0x0},  0x58c78
黄梨{0x0},  0x58c89
黄沮{0x0},  0x58c9a
黄怛{0x0},  0x58cab
黄怛{0x0},  0x58cbc
黄怛{0x0},  0x58ccd
黄怛黄萩赴,  0x58d00
阨叫{0xd}{0x0},  0x58d15
幕幕雷苒叫{0x18}{0x0},  0x58d4d
雷怛黄怛{0x0},  0x58d70
黄桿{0x0},  0x58d81
黄揣黄揣黄揣黄揣{0x0},  0x58de0
黄桿洩搭搭{0x0}{0x0}{0x1c}遂{0x0}{0x1}遂{0x0}{0x1}遂{0x0}{0x1}窓{0x0}{0x1}窓{0x0}{0x1}昼{0x0}{0x1}搭{0x0}{0x1}搭{0x0}{0xe}{0x0}{0xe}{0x1}{0x1}搭{0x0}{0xe}{0x0}{0x15}{0x1}{0x1}赴{0x0}{0xe}{0x0}{0x3}{0x1}赴{0x0}{0xe}{0x0}{0x14}{0x1}{0x3}{0xb}幕{0x0}{0xe}{0x0}{0x14}{0x1}{0x3}ｖ{0x0}{0xe}{0x0}{0x1d}{0xb}{0x1}幕{0x0}{0xe}{0x0}{0x17}{0x3}{0x1}雷{0x0}{0xe}{0x0}{0x16}{0x17}{0x1}{0x4}雷{0x0}{0xe}{0x0}{0x16}{0x1}{0x5}雷{0x0}{0xe}{0x0}{0x12}{0x1}{0x1}{0x0}{0xe}{0x0}{0x1b}{0x17}{0x1}{0x4}{0x0}{0xe}{0x0}{0x11}{0x1}{0x1}{0x0}{0xe}{0x0}{0xb}{0x1}{0x1}刹{0x0}{0x0}{0xe}{0x16}{0x3}{0x2}刹{0x0}{0xe}{0x0}{0xe}{0x3}{0x2}刹{0x0}{0xe}{0x0}{0xe}{0x1}{0x1}刹{0x0}{0xe}{0x0}{0x13}{0x3}{0x2}嚥{0x0}{0x2}視{0x0},  0x58ef5
桿刋伏{0x0}{0xe}{0x0}{0x14}{0x1}{0x1}嚥{0x0}{0xe}{0x0}{0xd}{0x1}{0x1}{0x0}{0xe}{0x0}{0xa}{0x3}{0x3}{0x0}{0xe}{0x0}{0xd}{0x1}{0x1}{0xe}{0xe}{0x0}{0xa}{0x3}{0x3}{0x10}{0xe}{0x0}{0xa}{0x3}{0x4}{0x11}寞{0x0}{0xe}{0x0}{0x19}{0xf}{0x1}{0x1}寞{0x0}{0xe}{0x0}{0xd}{0x1}{0x1}寞{0x0}{0xe}{0x0}{0xe}{0x1}{0x1}寞{0x0}{0xe}{0x0}{0x1d}{0x1}{0x1}{0x17}恚{0x0}{0xe}{0x0}{0x1e}{0x1}{0x1}{0x17}恚{0x0}{0xe}{0x0}{0xe}{0x1}{0x1}恚{0x0}{0x0}{0x1}{0x0}寶{0x0}{0x0}{0x1}{0xf}暑{0x0},  0x58f9b
刋刋┼┼{0x3}{0x0}┼{0xe}{0x0},  0x58fdc
┼←刋桷桷桷,  0x5901c
桿刋刋桿刋氤刋次,  0x59096
刋氤刋刋缺刋董,  0x590f2
刋氤刋＄氤刋罅,  0x59137
刋氤,  0x59146
刋о刋陞刋屐,  0x59199
刋罅刋刋о刋桿刋氤,  0x59212
刋о刋桿刋氤刋刋刋刋о刋揣黄揣{0x0},  0x592ff
黄揣{0x0},  0x59310
黄揣{0x0},  0x59321
洩桿刋氤刋埼刋氤刋氤刋氤刋氤刋癶刋┼蹟,  0x5942b
怛┼蹟,  0x59447
怛┼氤,  0x59460
刋怛黄怛{0x0},  0x59485
黄怛{0x0},  0x59496
黄揣{0x0},  0x594a7
黄揣{0x0},  0x594b8
黄揣{0x0},  0x594c9
黄揣{0x0},  0x594da
黄陜{0x0},  0x594eb
黄桿{0x0},  0x594fc
黄桿{0x0},  0x5950d
黄┼{0x0}{0x0},  0x59523
氤刋桿┼氤,  0x5956a
刋怛洩燧┼←氤,  0x595de
刋揣黄桿{0x0},  0x59603
洩怛┼←氤,  0x59655
刋揣黄燵{0x0},  0x5967a
洩揣洩刋揣{0x0},  0x59700
┼陜{0x0},  0x59715
黄揣{0x0},  0x59726
洩揣┼←氤,  0x59778
刋揣┼氤,  0x597ee
刋桿黄雀{0x0},  0x59813
黄揣{0x0},  0x59824
洩┼揣{0x0},  0x5985d
洩┼桿{0x0},  0x59896
┼←,  0x598ac
刋刋〔あ刋悚{0x0},  0x59915
┼蹟,  0x59927
┼擂┼唖,  0x59939
刋〔桿┼刋←怛{0x0},  0x599a6
┼刋桷{0x1e}桷,  0x599cf
侃侃か{0x0}＄{0x9},  0x59a08
校か蒋←{0x0},  0x59a24
〔＄揣┼←桿,  0x59a64
刋桿刋氤刋о氤刋桿刋靺顕{0x1},  0x59b30
腹刋蹟┼擂┼屏,  0x59b61
刋氤刋刋刋刋刋孱黄洩黄洩渚洩,  0x5a168
黄渚洩,  0x5a19b
黄洩黄黄洩渚洩{0x1}{0x0}{0x1},  0x5a20c
県県{0x0}{0x1}{0x0}{0x1}{0x17}{0x0}{0x1}{0x0}{0x1},  0x5a248
谿喝刋匆{0x0}{0x0}{0xe}{0x18}{0x1}{0x1},  0x5a2fc
掌刋刋刋刋▽刋刋求皓刋求刋刋刋刋刋刋刋刋刋刋求皓刋求刋刋刋刋刋憾,  0x5a5ff
刋刋刋噺刋莎刋刋魑,  0x5a6a3
刋刋刋刋┼Л,  0x5a70a
刋刋刋┼┼{0xe}{0x0}{0xe},  0x5a76e
刋ы汲,  0x5a784
匕刋刋求刋刋橋,  0x5a80c
刋刋桷刋刋刋桷刋刋刋┼刋┼┼刋憺怱,  0x5a939
刋侃,  0x5a952
〔刋患,  0x5a968
憺怱,  0x5a97c
桷←┼{0x0},  0x5a9a7
黄┼承,  0x5a9c7
刋攀,  0x5a9d5
憺怱,  0x5a9e9
刋刋刋←刋桷{0x1e}桷,  0x5aa47
┼彰{0x0},  0x5aa66
┼←,  0x5aa79
刋憺怱,  0x5aa9e
刋侃,  0x5aab7
〔刋┼求,  0x5aad7
求桷,  0x5aae3
←┼{0x0},  0x5ab02
黄┼刋憺怱,  0x5ab44
刋刋刋┼,  0x5ab82
←刋桷{0x1e}桷,  0x5aba2
┼┼←,  0x5abd7
刋憺怱,  0x5abf9
刋侃,  0x5ac12
〔刋┼求,  0x5ac32
求┼紛,  0x5ac69
刋←擂┼峩,  0x5ac85
刋┼刋憺怱,  0x5acca
刋┼編←,  0x5ad02
刋蹟求〔黄┼刋刋刋求洩刋←黄黄黄┼刋橘┓┼刋厳,  0x5ae74
刋┼桷垠,  0x5ae97
刋策求求刋蹟刋┼擂┼,  0x5af31
刋邊┼,  0x5af5d
刋刋┼刋←刋桷氛桷{0x1e}桷,  0x5afcf
刋←刋桷氛桷{0x1e}桷,  0x5b019
侃Ｌ,  0x5b032
清刋莊,  0x5b05f
刋魴刋刋椨ю,  0x5b0e8
涎刋刋椨ю,  0x5b14f
刋椨ю,  0x5b171
刋刋刋刋刋┼刋刋洩黄洩洩萄{0x0}{0x1},  0x5b71b
沙蠖か蒋←{0x0}墾{0x7}{0x18},  0x5b7fe
刋刋┼←,  0x5b874
刋氛桷,  0x5b893
刋┼刋刋刋刋刋┼編←,  0x5b929
刋蹟楝刋刋刋刋刋刋刋加刋桷桷蔀,  0x5b9f7
刋刋特,  0x5ba20
刋刋价,  0x5ba49
刋刋效,  0x5ba72
刋┼刋橘佳刋〔┼刋┼刋┼刋黄黄{0x0},  0x5bb7e
┼刋←{0x1}{0x0}←{0x0},  0x5bbaf
黄黄{0x0},  0x5bbd1
黄┼,  0x5bbf1
刋←刋┼←,  0x5bc3a
┼←,  0x5bc56
┼←,  0x5bc72
┼刋黄諺{0x0},  0x5bcaf
黄愾{0x0},  0x5bcc0
黄黄┼←,  0x5bcf8
刋＄刋緬,  0x5bd1f
蹟緬,  0x5bd2a
刋┼{0x0}編←,  0x5bd55
黄黄黄黄黄黄黄橘┼刋桷桷侃Ｌ,  0x5be2c
刋β刋刋刋刋墾翆洩洩旁黄{0x19}{0x0},  0x5c254
黄洩琴黄遍{0x0},  0x5c2a8
黄洩侃ひ{0x10}{0x0}{0x10}を{0x15}{0x0}{0x10}ｉ{0x0}{0x18}{0x1a}{0x0}{0x10}に{0x0}{0xc},  0x60054
Λ戦闘を続ける{0x4}賞金をもらう{0xf}{0x1}{0x2}{0x4}{0x3}{0x15}{0x8}{0x3}{0x17}{0xe}{0x0}{0x1}{0xe}{0x2}東から来た冒険者一行か゛みこ゛と{0x4}{0x6}{0x2}回勝ちぬきました。{0x4}彼らには闘技場主催者より多額の{0x4}報酬か゛支払われます{0xd}{0xf}{0xe}{0x0}{0x1}{0xe}{0x2}ほほう、こいつはすこ゛い！{0x4}ここまて゛勝ちぬいたのは、{0x4}あんたたちか゛初めてた゛よ。{0x4}{0xd}と゛うた゛い、ここはひとつ、{0x4}わか゛闘技場し゛まんのエルタ゛ー・ト゛ラコ゛ン{0x4}「スレイヤー」と戦ってみないか？{0xd}{0xf}{0xe}{0x0}{0x1}{0xe}{0x2}す、すこ゛い！{0x4}あいつを倒すとは、{0x4}君たちこそ真の勇者た゛。{0x4}{0xd}闘技場のチャンヒ゜オンにして、{0x4}竜殺しのえいゆうて゛ある君たちに、{0x4}「勇者の証」をおくろう……{0xd}{0xf}{0x2}{0x2}{0x2}{0x2}{0x1}{0x1}{0xf}{0x0}{0x5},  0x69c1e
恪恪恪{0x2}{0x2}{0x3}{0x0}{0x1}{0x0}{0x2}{0x2}{0x2}{0x1}{0xf}{0x0}{0x2}{0x2}{0x3}{0x0}{0x1}{0x0}{0x2}{0x2},  0x69c4a
あんたたち、{0x4}賭けをするのかい？{0x4}今から画面をフィールト゛に{0x4}移すからちょっと待っていてくれ。{0xd}{0xf}{0xe}{0x0}{0x1}{0xe}{0x2}次の戦いの配当は{0x4}上のＡク゛ルーフ゜か゛勝ては゛{0x6}{0x1}．{0x6}{0x1}倍、{0x4}下のＢク゛ルーフ゜か゛勝ては゛{0x6}{0x1}．{0x6}{0x1}倍た゛。{0xd}{0xf}{0x8}{0x1}{0xe}{0x1e}{0x8}{0x0}{0x0}{0x2}{0x10}{0x1a}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x2}何カ゛メル賭けますか？{0x3}{0x13}{0x10}{0xe}{0x1}{0x0}{0x6}{0x1b}{0x0}{0x2}{0x2}{0xf}{0xe}{0x1}{0x0}{0x3}{0x13}{0x10}{0x6}{0x1b}{0x0}{0x2}{0x2}{0xf}{0x10}{0x0}{0x13}{0x0}{0xe}{0x0}{0x1}{0xe}{0x2}あんたたち、{0x4}賭けをするのかい？{0x4}わるいか゛所持金か゛たりないようた゛、{0x4}また今度来てくれ。{0xd}{0xf},  0x6a390
操と゛の精霊を打ち消しますか？{0x4}{0x3}{0x5}{0x4}大地の精霊{0x3}{0xe}{0x4}水の精霊{0x3}{0x5}{0x6}炎の精霊{0x3}{0xe}{0x6}風の精霊{0x9}{0x1}{0x9}{0x17}{0x12}{0x0}{0x1}{0xf}{0x2}{0x2}{0x5}{0x4}{0x4}{0x6}{0xd}{0x4}{0x9}{0x4}{0x6}{0xa}{0xd}{0x6},  0x6b389
縮敵と遭遇した！{0x5}{0x0}{0xf},  0x6ce66
瞻話をする{0x4}回復{0x3}{0xb}{0x4}石化解除{0x3}{0x4}{0x6}復活{0x3}{0xb}{0x6}アイテム購入{0x3}{0x4}{0x8}セイントの呪文をかける{0x9}{0x1}{0xb}{0x17}{0xc}{0x0}{0x1}{0xf}{0x0}{0x0}{0x4}{0x2}{0x12}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}話をする{0x4}回復{0x3}{0xb}{0x4}石化解除{0x3}{0x4}{0x6}復活{0x3}{0xb}{0x6}アイテム購入{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x0}{0x0}{0x4}{0x2}{0x9}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}生命力の回復{0x4}精神力の回復{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0xf}{0x0}{0x0}{0x2}{0x2}{0xc}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}誰の生命力を{0x4}回復させますか？{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0xf}{0x0}{0x0}{0x2}{0x2}{0x12}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}{0x5}{0x2}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}は生命力回復の{0x4}必要か゛ありません！{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0x5}{0x0}{0xf}{0x0}{0x0}{0x2}{0x2}{0x12}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x8}{0x7}{0x7}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}の生命力を{0x4}回復させますか？{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x9}{0x0}{0x7}{0x0}{0x1}{0x0}{0x8}{0x0}{0x0}{0x0}{0x2}{0x2}{0xc}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}誰の精神力を{0x4}回復させますか？{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0xf}{0x0}{0x0}{0x2}{0x2}{0x12}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}{0x5}{0x2}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}は精神力回復の{0x4}必要か゛ありません！{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0x5}{0x0}{0xf}{0x0}{0x0}{0x2}{0x2}{0x12}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}の精神力を{0x4}回復させますか？{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x9}{0x0}{0x7}{0x0}{0x1}{0x0}{0x8}{0x0}{0x0}{0x0}{0x2}{0x2}{0x11}{0x2}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x4}{0xe}{0x1}誰の石化を解きますか？{0x9}{0x1}{0x5}{0x17}{0x12}{0x0}{0x1}{0xf}{0x0}{0x0}{0x2}{0x2}{0xe}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}{0x5}{0x2}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}は{0x4}石化していません！{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0x5}{0x0}{0xf}{0x0}{0x0}{0x2}{0x2}{0xe}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x8}{0x7}{0x7}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}の石化を{0x4}解きますか？{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x9}{0x0}{0x7}{0x0}{0x1}{0x0}{0x8}{0x0}{0x0}{0x0}{0x2}{0x2}{0xf}{0x2}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x4}{0xe}{0x1}誰を復活させますか？{0x9}{0x1}{0x5}{0x17}{0x12}{0x0}{0x1}{0xf}{0x0}{0x0}{0x2}{0x2}{0xe}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}{0x5}{0x2}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}は復活の{0x4}必要か゛ありません！{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0x5}{0x0}{0xf}{0x0}{0x0}{0x2}{0x2}{0xc}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x8}{0x7}{0x7}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}を{0x4}復活させますか？{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x9}{0x0}{0x7}{0x0}{0x1}{0x0}{0x8}{0x0}{0x9}{0x1}{0xa}{0x17}{0xc}{0x0}{0x1}{0x8}{0x1}{0xa}{0xb}{0x8}{0x0}{0x0}{0x2}{0x8}{0x12}{0x2}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0xa}{0xf}{0x9}{0x0}{0x9}{0x0}{0x4}{0x0}{0x7}{0x0}{0xd}{0x0}{0xd}{0x0}{0xf}{0x0}{0xb}{0x0}{0xd}{0x0}{0xe}{0x0}{0xc}{0x0}{0x9}{0x1}{0xa}{0x17}{0xc}{0x0}{0x1}{0x8}{0x1}{0xa}{0x8}{0x8}{0x0}{0x0}{0x2}{0x8}{0x12}{0x2}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0xa}{0xf}{0x9}{0x0}{0x9}{0x0}{0x4}{0x0}{0xd}{0x0}{0xf}{0x0}{0x0}{0x0}{0x2}{0x2}{0x15}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x8}{0x7}{0x7}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}聖水を{0x4}買いますか？{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x9}{0x0}{0x7}{0x0}{0x1}{0x0}{0x8}{0x0}{0x0}{0x0}{0x2}{0x2}{0x15}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x8}{0x7}{0x7}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}{0xf}を{0x4}買いますか？{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x9}{0x0}{0x7}{0x0}{0x1}{0x0}{0x8}{0x0}絳綽縱縺マイリーの守り」{0xf}「ラータ゛の教え」{0xf}「チャ・サ゛の教え」{0xf}「マーファの守り」{0xf}{0x0}{0x0}{0x2}{0x2}{0x12}{0x2}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x4}{0xe}{0x1}誰に祝福をさす゛けますか？{0x9}{0x1}{0x5}{0x17}{0x12}{0x0}{0x1}{0xf}{0x0}{0x0}{0x2}{0x2}{0x12}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x8}{0x7}{0x7}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}セイントの呪文を{0x4}かけますか？{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x9}{0x0}{0x7}{0x0}{0x1}{0x0}{0x8}{0x0}{0x0}{0x0}{0x2}{0x2}{0x15}{0x6}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x8}{0xe}{0x1}神よ、{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}に{0x4}祝福をもたらし{0x4}使命を遂行する力をあたえよ！{0x9}{0x1}{0x9}{0x17}{0xe}{0x0}{0x1}{0xf}{0x0}{0x0}{0x2}{0x2}{0x15}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}{0x5}{0x2}すて゛に{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}には、{0x4}神の祝福か゛あたえられています{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0x5}{0x0}{0xf}{0x0}{0x0}{0x2}{0x2}{0x15}{0x4}{0x3}{0x0}{0x0}{0x0}{0x1}{0x0}{0x2}{0x8}{0x1}{0x1}{0x17}{0x6}{0xe}{0x1}{0x5}{0x2}{0xe}{0x2}{0x0}{0xf}{0xe}{0x2}は、{0x4}ファリス信者て゛はありません{0x9}{0x1}{0x7}{0x17}{0x10}{0x0}{0x1}{0x5}{0x0}{0xf}{0x2}{0x4}{0x5}{0x3}{0x2}{0x10}{0x3}{0x0}{0xd}{0x3}{0x4}{0xe}{0xa}{0x4}{0xd}{0x3}{0x6}{0xe}{0xa}{0x6}{0x9}{0x3}{0x8}{0x10}{0x5}{0x6}{0x2}{0x3}{0x5}{0x3}{0x2}{0x10}{0x3}{0x0}{0xd}{0x3}{0x4}{0xe}{0xa}{0x4}{0x9}{0x3}{0x6}{0xa}{0xa}{0x6}{0x1}{0x2}{0x4}{0x3}{0x2}{0x8}{0x3}{0x4}{0x2}{0x1}{0x1}{0x3}{0xc}{0x2}{0x6}{0xc}{0x1}{0x1}{0x0}{0x3}{0xc}{0x8},  0x6e53e
か驟かか{0x0}艪窒{0x12},  0x6e583
庚辣鉞メイシ゛スタッフ{0xf},  0x6e736
逾雕靈{0x3}{0x2}{0x2}{0xe}{0x2}呪付のルーン{0xf}{0x3}{0x2}{0x2}{0xe}{0x2}魔除のルーン{0xf}{0x3}{0x2}{0x2}{0xe}{0x2}防御のルーン{0xf},  0x6e8de
ｄ个{0x1e}艪窒顫吝槫鉞酳{0x0}{0x1},  0x6e917
